id,name,lat,long,located in
G1730,多合旦寺; 'gu ya dgon/,34.26,99.2,dbyig gzhung zhang /
G1KR2230,thugs rje chen po'i lha khang /; 大悲观音佛堂,36.7,102.13,Gonlung; dgon lung rdzong /; 互助县
G818,tshe brag dgon/,,,
G2696,pad gsar shog dgon pa/; 贝洒肖寺,,,曲麻莱县; chu dmar leb rdzong /
G1KR2484,ska gsar bon dgon/; 尕赛寺,36.32995,100.58443,共和县; chab cha rdzong /
G1KR593,须然寺; shug ra dgon/,32.48333,98.01667,ser shul rdzong /; Seshul county; 石渠县
G3056,擦赛寺; tsher gseb dgon/,29.77641,91.55293,stag rtse rdzong /; 达孜县; Taktse county; gtsang tog shang (stag rtse rdzong)
G1DOMM0016,Sanzain uuliin khiid,,,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар
G3761,hor gter ston chos sgar/,,,reb gong /; rtse khog rdzong /; 泽库县
G2DOMM0015,Dashchaglin khiid; bkra shis phyag gling /,47.97,106.81,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар
G1KR52,bye smad dgon/; 结斯寺,31.10716,102.53796,btsan lha rdzong /; 小金县
G3459,chums mda' rgyud khang /,,,stag rtse rdzong /; 达孜县; Taktse county; 'chums/; mchums mda' shang (stag rtse rdzong)
G1KR12,brag rwa dgon/; 后寺,32.57424,103.52721,zung chu rdzong /; 松潘县
G1PD96136,若索寺; o basA dgon/,35.909,102.11733,化隆回族自治县; ba yan rdzong /
G3326,'chang sgo dgon/,,,chu shur rdzong /; 曲水县; Chushur County; sne mo shang (chu shur rdzong)
G2LS523,'bri rwa dgon/,,,spu hreng rdzong /; Purang county; 普兰县
G1KR1620,brag dmar dgon/; 扎玛寺,28.61667,89.53333,khang dmar rdzong /; 康马县; Kangmar county
G1KR1731,东宗寺,31.48333,94.4,Sok county; sog rdzong /; 索县
G298,恰盖寺; khya dge dgon/; Kyage Gon Leksheling,34.85179,103.41585,卓尼县; co ne rdzong /
G1KR1726,加瓦仁阿寺,31.88333,93.78333,Sok county; sog rdzong /; 索县
G2564,mkhar nang dgon/,,,
G2LS553,gsum 'khyil dgon/,32.18,78.9,rtsa mda' rdzong /; 札达县; Tsada County
G4656,bde chen phun sum tshogs pa'i gling /,,,reb gong /
G1807,格什则寺; dge rtse dgon/,32.68,100.93,班玛县; pad+ma rdzong /; Pema county; rdi mda' zhang /
G4789,sgar sde dgon pa/,,,
G1KR1618,gtsang sbra dgon/; 藏札寺,28.76667,89.63333,khang dmar rdzong /; 康马县; Kangmar county
G1KR2550,gling tsha'i sngags khang /; 浪查俄康,36.04802,101.38,khri ka rdzong /; 贵德县
G2656,哇龙寺; wa lung dgon/,32.11628,95.91717,nang chen rdzong /; 囊谦县; Nangchen County
G326,苏莽寺; zur mang dgon pa/,32.35128,97.25192,yul shul rdzong /; 玉树县
G2618,桑买寺; byams me dgon/,32.11549,96.31332,nang chen rdzong /; 囊谦县; Nangchen County
G2436,chos rdzong dgon/,,,chu shur rdzong /; 曲水县; Chushur County; mnyes thang shang (chu shur rdzong)
G1KR1946,松巴静修院; sum pa ri khrod/,34.66191,103.11717,卓尼县; co ne rdzong /
G2872,ba zhu dgon/,,,
G1928,俄合萨寺; sngags sa mtshams thog gong ma/,34.95178,100.00013,兴海县; rtsi gor thang rdzong /
G2DOMM0023,phun tshogs gling /; Puntsoglin khiid,47.91,106.88,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар
G4455,dga' ldan chos 'khor gling /; 噶丹曲果林,29.24086,91.78281,sne gdong rdzong /; Nedong County; 乃东县
G1PD96052,华尖寺; seng+ge ri khrod/,35.88,102.91,民和县; bka' ma log rdzong /
G3809,重依寺; drung yig dgon/,31.05,99.28333,dpal yul rdzong /; Palyul county; 白玉县
G1PD96166,麻达寺; ba yan smad tha'i dgon pa/,36.13549,102.26142,化隆回族自治县; ba yan rdzong /; ba yan/
G1KR2280,a kha la dgon pa/; 阿卡拉寺,36.16,101.98,化隆回族自治县; ba yan rdzong /
G1KR1199,所岗寺,30.73333,97.33334,brag g.yab rdzong /; 察雅县; Drakyap County
G2873,dpal 'bar dgon/,,,Palbar County; dpal 'bar rdzong /; 边坝县
G2575,觉东寺; sgyogs dung dgon/,33.78962,96.15534,曲麻莱县; chu dmar leb rdzong /
G1KR1044,德登寺,32.45,97.96667,Joda County; 'jo mda' rdzong /; 江达县
G1PD96051,卧佛寺; mdo ba dgon/,35.88,102.91,民和县; bka' ma log rdzong /
G1KR2085,红崖沟寺; brag dmar lung ba'i dgon pa/,36.48088,101.58367,湟中县; sku 'bum rdzong /
G2DOMM0013,Choidar odserlin datsan; Divaajin; bde ba chen/; chos dar 'od gser gling /,47.91,106.75,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар; Baruun khuree; Баруун хүрээ; Рибогэзайгаданшаддүвлин; *ri bo dge rgyas dga' ldan bshad sgrub gling /
G4965,bya do dgon pa/,,,gnam mtsho shang ('dam gzhung rdzong); 'dam gzhung rdzong /; Damzhung county; 当雄县
G1KR1259,奔龙寺; 'bur lung dgon/,29.891386,97.165735,八宿县; Pashod County; dpa' shod rdzong /
G1KR2923,木里寺; mi ri dgon pa/,38.05,98.96,天峻县; them chen rdzong /
G3941,bde dgon dgon pa/; 德更寺,32.48333,98.01667,ser shul rdzong /; Seshul county; 石渠县
G1675,e waM dgon/,,,sde dge rdzong /; 德格县; Derge County
G4602,rkyang rag dgon/; 江热寺,30.5351,91.12147,'dam gzhung rdzong /; Damzhung county; 当雄县
G1KR1286,当恰寺; mdangs 'phyar dgon/,29.658378,97.409852,左贡县; Zogang County; mdzo sgang rdzong /
G2DOMM0027,Dechin choilin tavshi sünbrellin datsan; bde chen chos dbyings thabs shes zung 'brel gling grwa tshang /,47.92,106.93,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар
G2434,nyams snang dgon/,,,chu shur rdzong /; 曲水县; Chushur County; gnam shang (chu shur rdzong)
G2749,mtshan sgrogs dgon/; 参智合寺; TsanDrok Gon Ganden Tashi Chopeling,33.72681,102.20386,rma chu rdzong /; 玛曲县
G2870,rngod rgya mtsho gling /,,,
G1KR1358,贡日曲德布特玛寺,30.78333,95.45,Lhorong county; 洛隆县; lho rong rdzong /
G4528,se skya dgon pa/,,,
G1BR032,Alarsky datsan,53.36111,102.79139,Buryatia
G1372,朗措玛寺; gnam mtsho ma'i dgon/,32.86023,101.99277,阿坝县; rnga ba rdzong /
G1KR2314,桑加吾具苯教寺; sangs rgyal po bcu zi/,36.10828,102.47025,化隆回族自治县; ba yan rdzong /
G1KR1041,东宗寺,32.45,97.96667,Joda County; 'jo mda' rdzong /; 江达县
G1KR241,ra skor dgon/; 热滚寺,32.79499,102.53044,rka khog rdzong /; 红原县
G461,zhogs gur smon dgon/,,,stag rtse rdzong /; 达孜县; Taktse county; zhogs/
G1KR2914,pa lung dgon pa/; 巴隆寺,35.929,97.41732,都兰县; tu'u lan rdzong /
G13,mang spungs 'od gsal chos 'khor gling /; Mangpung Wosel Chokhorling,,,pad+ma bkod/
G596,nyag bla sgar/,,,go 'jo/; 贡觉县; Gongjo County; go 'jo rdzong /
G1KR1751,巴仓寺; spa tshang dgon/,31.927906,94.038873,Bachen county; sbra chen rdzong /; 巴青县
G3766,pad+ma 'i thang /,,,
G4556,rme ru rnying pa/; 旧木如寺,29.65292,91.13182,lha sa/; Lhasa; 拉萨
G2871,rngod a re dgon/,,,
G1683,ja chu dgon/; 甲曲寺,32.33333,98.36667,sde dge rdzong /; 德格县; Derge County
G2DOMM0028,Garma Garjid Ürjin Perenlailin khiid; kar ma bka' brgyud u rgyan phrin las gling /,47.92,106.87,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар
G4527,dga' ldan dar rgyas gling /,,,
G1KR1042,dar rgyas dgon/; 达吉寺,32.45,97.96667,Joda County; 'jo mda' rdzong /; 江达县
G1KR167,sgom pa la kha dgon/; 拱巴拉卡寺,32.34874,101.17715,'dzam thang rdzong /; 壤塘县
G462,or tu su o tog tog chos grwa/,,,or tu su/
G1237,mdo stod ldan chos 'khor/,,,
G1KR1878,增求寺,29.68333,95.38333,Metok county; me tog rdzong /; 墨脱县
G1KR979,约达寺; g.yo mda' dgon/,31.06667,97.2,昌都县; chab mdo rdzong /; Chamdo county
G1KR343,sog log dgon/; 苏洛寺,29.91667,100.58334,nyag chu rdzong /; 雅江县; Nyakchu county
G1KR1875,仁钦崩寺,29.31667,95.31667,Metok county; me tog rdzong /; 墨脱县
G464,smar khams go bo dgon/,,,smar khams rdzong /; 芒康县; Markham county
G1BR022,Gegetuyevsky datsan,50.645278,105.221389,Buryatia
G1PD96053,ta tsi grong zi dga' ldan lhun grub gling /; 达子庄寺,35.9521,102.91,民和县; bka' ma log rdzong /
G1KR991,格崩寺,31.06667,97.33334,昌都县; chab mdo rdzong /; Chamdo county
G1665,khro tshang dgon/; 措通寺,32.3,98.93333,sde dge rdzong /; 德格县; Derge County
G1KR2913,沟里寺; rgu ri dgon pa/,35.64989,98.56564,都兰县; tu'u lan rdzong /
G4348,dme shul dgon/,,,
G4164,觉摩隆寺; skyor mo lung /,29.64535,90.93782,stod lung bde chen rdzong /; Tolung Dechen County; 堆龙德庆县
G2CN11150,gling tshang bon dgon/,30.383811,77.939437,india; rgya gar/; 印度
G1KR1861,贡日登寺,30.05,95.05,林芝县; nying khri rdzong /; Nyingtri county
G2357,dwags po bshad sgrub gling /; 达波谢珠林寺,29.13814,92.56857,dwags po/; 加查县; Gyatsha county; rgya tsha rdzong /
G3452,byang dkar ri sdings/,,,stag rtse rdzong /; 达孜县; Taktse county
G1KG116094,neyphug monastery; gnas phug dgon/,27.392703,89.498724,paro; spa gro/
G1KR20,sbyor ba dgon/,33.26377,104.23418,南坪县; gzi tsha sde dgu rdzong /
G1KR978,清真寺,31.06667,97.2,昌都县; chab mdo rdzong /; Chamdo county
G1KR767,萨卡雅寺,28.08333,101.48333,mu li rdzong /; 木里县; Muli county
G465,mgar bde chen gling /,,,
G1KR345,亚多寺; yar ldan dgon/,30.38333,101.11667,nyag chu rdzong /; 雅江县; Nyakchu county
G1KR990,杂普寺,31.06667,97.33334,昌都县; chab mdo rdzong /; Chamdo county
G1KR45,ja khe dgon/; 甲克寺,31.6037,101.69671,chu chen rdzong /; 金川县
G2580,卓玛邦扎寺; sgrol ma brag rtsa dgon/,32.83312,97.1515,yul shul rdzong /; 玉树县
G1KR1589,甘丹德林夏寺; dga' ldan bde gling shar/,29.15,86.8,ngam ring rdzong /; Ngamring county; 昂仁县
G3841,修公寺; shug sgang dgon/,31.65,100.25,brag 'go rdzong /; 炉霍县; Drakgo county
G1KR685,柯日寺; khol ri dgon/,29.83333,99.81667,li thang rdzong /; 理塘县; Litang county
G4347,khyung ri thang dgon pa/,,,
G1KR1862,多吉乌宗寺,30.05,95.05,林芝县; nying khri rdzong /; Nyingtri county
G3453,zhol dgon/,,,stag rtse rdzong /; 达孜县; Taktse county
G1187,lhun po rtse/,,,shab gzhung /; sa skya rdzong /; Sakya county; 萨迦县
G1872,昨那俄康; mdzo sna sngags khang /,36.07669,101.21699,khri ka rdzong /; 贵德县
G333,rin chen gling dgon pa/,,,chu shur rdzong /; 曲水县; Chushur County; mnyes thang shang (chu shur rdzong)
G2915,gso thang yar 'brog dgon/,,,波密县; spo bo rdzong /; Pome County; spra rmog chus (spo bo rdzong)
G1KR1704,夏日寺; shar ri dgon/,31.880047,92.056074,聂荣县; Nyanrong County; snyan rong rdzong /
G2252,bye'u dgon/,,,spu hreng rdzong /; Purang county; 普兰县
G4782,shing tshal dgon pa/,,,rnam gling rdzong /; 南木林县; Namling County; shangs/
G1KR2863,ba rin zi/; 哇仁寺,32.12344,95.58629,nang chen rdzong /; 囊谦县; Nangchen County
G2721,多干寺; zhe'u mdo dgon/,33.13239,97.34542,称多县; khri 'du rdzong /
G1KR2828,卡乃寺; kha ne zi/,32.53531,96.1954,nang chen rdzong /; 囊谦县; Nangchen County
G4021,仁波寺; rdzing mdzod dgon/,29.31667,99.3,'ba' thang rdzong /; Batang county; 巴塘县
G1KR331,扎西寺; bkra shis dgon/,29.83333,101.11667,nyag chu rdzong /; 雅江县; Nyakchu county
G1581,尼古寺; 'byung khungs dgon/,31.18333,100.3,nyag rong rdzong /; 新龙县; Nyakrong county
G4213,ha rdo dgon/,,,gnyal/; lhun rtse rdzong /; Lhuntse county; 隆子县
G1KR166,gtsang ba dgon/; 藏哇寺,32.34874,101.16215,'dzam thang rdzong /; 壤塘县
G3796,byang chub dgon/; 折洛寺,30.51667,102.06667,康定县; Dardo county; dar mdo rdzong /
G1KR1986,a smon dgon/; 阿木足寺,33.40586,104.5952,舟曲县; 'brug chu rdzong /
G3450,phu sa dgon/,,,stag rtse rdzong /; 达孜县; Taktse county
G1KR95,邓加寺; tin cab dgon/,31.93741,102.13885,马尔康县; Barkham County; 'bar khams rdzong /
G1KR1686,chags ri dgon/; Chakri Monastery; 恰日寺,31.51667,93.81667,迭部县; the bo rdzong /; Biru county; 'bri ru rdzong /; 比如县
G2916,'brog lung dgon/,,,波密县; spo bo rdzong /; Pome County; spra rmog chus (spo bo rdzong)
G3474,丢热寺; rte'u ra dgon/,28.42902,92.41851,gnyal/; lhun rtse rdzong /; Lhuntse county; 隆子县; gnyal sde drug
G3969,rgya phyug dgon/; 甲修寺,32.11666,100.46667,gser thar rdzong /; 色达县; Serta county
G3507,tshe chu sgrub sde/; 次久珠德寺,29.30206,90.73485,gong dkar rdzong /; Gongkar county; 贡嘎县; lcags zam chu bo ri/
G1KR190,mkhar sar dgon/; ？,32.61448,101.5258,阿坝县; rnga ba rdzong /
G1KR2575,白马寺; mchod rten skis dgon chen/,36.21956,101.5382,khri ka rdzong /; 贵德县
G334,sga stod zur dgon gsar/,,,sga skye rgu mdo/
G467,rtse le rnying pa/,,,dwags po/
G1KR35,bla me dgon/; 喇嘛寺,31.64171,101.44725,chu chen rdzong /; 金川县
G2LS517,bshad 'phel gling /; 协培林寺,30.3,81.16,spu hreng rdzong /; Purang county; 普兰县
G2717,贡洒寺; dgon gsar dgon/,33.35109,96.98106,称多县; khri 'du rdzong /
G4212,ra 'bror dgon pa/,,,gnyal/; lhun rtse rdzong /; Lhuntse county; 隆子县
G1PD96056,skyid zhing zi/; 吉祥寺,35.9521,102.91,民和县; bka' ma log rdzong /
G1KR1461,mdo mkhar chos sde/; 东嘎曲德寺,29.1233,92.1804,chu gsum rdzong /; Chusum county; 曲松县
G1KR2658,特合土寺; stag thog dgon pa/,33.9,99.13,达日县; dar lag rdzong /
G2713,囊朴寺; gnam phu dgon/,33.45048,96.63045,yul shul rdzong /; 玉树县
G1718,tshag mig dgon/,,,
G340,'bri gung mthil dgon pa/; 直贡梯寺,30.11011,92.20825,'bri gung /; mal gro gung dkar rdzong /; Medro Gongkar County; 墨竹工卡县; ri mdo shang (mal gro gung dkar rdzong)
G1PD96013,甘沟寺; kan dgu zi/,35.96,102.72674,民和县; bka' ma log rdzong /
G1BR044,Zugalaysky datsan,51.469719,115.041262,Buryatia
G3514,dga' tshal ma Ni lha khang /; 噶蔡玛尼寺,29.18939,91.10199,gong dkar rdzong /; Gongkar county; 贡嘎县
G1682,ge sar lha khang /; 格萨尔经堂,32.4,98.98333,sde dge rdzong /; 德格县; Derge County
G2063,卡加寺; mkhar rgya dgon/; Kargye Gon,29.69059,91.84161,mal gro gung dkar rdzong /; Medro Gongkar County; 墨竹工卡县; gzi sbug shang (mal gro gung dkar rdzong)
G1KR1596,bzhad grwa tshang dgon/; Dratsang Monastery; 查藏寺,29.45,88.25,bzhad mthong smon rdzong /; Shetongmon county; 谢通门县
G1614,楞波寺; klu 'bum dgon/,30.78333,100.16666,nyag rong rdzong /; 新龙县; Nyakrong county
G3451,lhas brag dgon/,,,stag rtse rdzong /; 达孜县; Taktse county
G1KR1795,shang rab brtan byams pa gling /; 香饶丹强巴林寺,31.8,79.75,rtsa mda' rdzong /; 札达县; Tsada County
G1KR2925,zur ri lha khang /; 苏里拉康,38.71318,98.00594,天峻县; them chen rdzong /
G3261,ser shul dgon/; 色须寺,32.58333,98.88333,ser shul rdzong /; Seshul county; 石渠县
G2824,sol nag thang po che/; 唐波齐寺,29.10399,91.72359,'phyong rgyas rdzong /; Chongye county; 琼结县
G468,rtse le gsar ma/,,,dwags po/
G1KR134,'gram dgon/; 木郎寺,32.10306,101.43869,马尔康县; Barkham County; 'bar khams rdzong /
G1KR56,seng+ge dgon/; 八角寺,31.14426,102.43941,btsan lha rdzong /; 小金县
G3792,skyed tshal dgon/; 然洛寺,30.31667,101.48333,康定县; Dardo county; dar mdo rdzong /
G3456,ri chos dgon/,,,stag rtse rdzong /; 达孜县; Taktse county
G1KR1687,却德寺,31.51667,93.81667,Biru county; 'bri ru rdzong /; 比如县
G1KR318,白台寺; bai tai si (dgon),28.86667,101.18333,brgyad zil rdzong /; 九龙县
G1KR2918,苏乎扎寺; theb rgya srab mtha' ma'i dgon pa/,37.14548,99.39306,天峻县; them chen rdzong /
G335,bor chung /,,,
G1KR3,san cang dgon/; 三江寺,30.91936,103.34309,lung dgu rdzong /; 汶川县
G1KR130,草登寺; tsho bdun dgon/,32.20087,101.82896,rgyal rong /; 马尔康县; Barkham County; 'bar khams rdzong /
G3836,卡龙寺; cha nang dgon/,31.3,100.75,brag 'go rdzong /; 炉霍县; Drakgo county
G1KR1654,吾托寺,31.55,92.36667,Nagchu County; nag chu rdzong /; 那曲县
G2555,结松寺; rgyas bzang dgon/,33.26973,96.42297,yul shul rdzong /; 玉树县
G4788,men ju chos sde/,,,rgya nag; 支那; china
G4522,sog dgon/,,,
G1602,go 'byams dgon/; 贡觉寺,30.96667,100.2,nyag rong rdzong /; 新龙县; Nyakrong county
G469,rtse le 'og ma/,,,dwags po/
G3892,dga' ldan 'gir dgon/,,,li thang rdzong /; 理塘县; Litang county
G3457,bka' dgon/,,,stag rtse rdzong /; 达孜县; Taktse county
G1KR1688,秀东寺,31.51667,93.81667,Biru county; 'bri ru rdzong /; 比如县
G510,扎热寺; brag ra dgon/,28.75301,90.48135,sna dkar rtse rdzong /; Nangkartse County; 浪卡子县; yar 'brog
G1KR2231,lan ja ge er lha khang /; 浪家寺,36.7,102.13,Gonlung; dgon lung rdzong /; 互助县
G4787,chos rdzong dgon/,,,
G4218,dbon po dgon chung /,,,lhun rtse rdzong /; Lhuntse county; 隆子县
G2259,ser lung dgon/,,,spu hreng rdzong /; Purang county; 普兰县
G1KR2548,e ling lha khang /; 二郎庙,36.03,101.38,khri ka rdzong /; 贵德县
G18,白玉寺; dpal yul dgon/; Palyul Gonpa Namgyal Jangchubling,31.21667,98.83334,dpal yul rdzong /; Palyul county; 白玉县
G4365,dge 'dun rab rgyas gling /; cha gan o bo'i dgon pa dge 'dun dar rgyas gling; Cagan Obuga Süme; Caγan obuγa süme; 福佑寺,44.33,111.82,so nyid g.yon ru shog; Right Banner of the Sunyid; 苏尼特左旗
G1578,dgon gsar dgon/; 格沙寺,31.68333,99.71667,dkar mdzes rdzong /; Kartse County; 甘孜县
G4030,dpal 'bar dgon/; 兵巴寺,28.91667,99.33334,sde rong rdzong /; 得荣县; Derong county
G1KR2672,查洋寺; tsa yang zi/,33.73,100.56,久治县; gcig sgril rdzong /
G771,thed rgyud spang gshongs dgon/,,,spungs thang bde ba can/; punakha
G1KR2600,边多尕卡; spos mdud sgar kha/,35.63,100.60792,贵南县; mang ra rdzong /
G3760,pad+ma chos 'phel gling /,,,reb gong /
G3824,gya gyus dgon/; 扎则寺,30.9,99.65,dpal yul rdzong /; Palyul county; 白玉县
G3975,bstan rgyas dgon/; 单几寺,31.98333,100.68333,gser thar rdzong /; 色达县; Serta county
G3516,sgrags sngags grwa/; 阿札寺,29.3626,91.27723,grwa nang rdzong /; Dranang county; 扎囊县
G204,'jag pa/; Jakpa,,,shangs/
G3454,brag rtogs dgon/,,,stag rtse rdzong /; 达孜县; Taktse county
G1843,贷尔加寺; hor kyA grwa tshang /,36.04802,101.38,khri ka rdzong /; 贵德县
G2919,o rgyan chos gling /,,,brag skas chus (spo bo rdzong); 波密县; spo bo rdzong /; Pome County
G3891,gnas sgo byang chub chos gling /,,,li thang rdzong /; 理塘县; Litang county
G773,chab 'og srin phu dgon/,,,krong gsar/
G1622,nyag rong dgon sar dgon/; 格桑寺,30.93333,100.31667,nyag rong rdzong /; 新龙县; Nyakrong county
G1KR1689,亚察寺,31.51667,93.81667,Biru county; 'bri ru rdzong /; 比如县
G1KR1253,吉中寺,30.25,97.26667,八宿县; Pashod County; dpa' shod rdzong /
G2642,迭亚寺; dil yag dgon/,32.45445,96.03696,nang chen rdzong /; 囊谦县; Nangchen County
G1KR1606,梭布; Sokpo; sog po gnas dgon/,29.76667,88.9,bzhad mthong smon rdzong /; Shetongmon county; 谢通门县
G00EGS1017047,sgrub brgyud thub bstan chos 'phel gling /,,,yul shul rdzong /; 玉树县
G2692,白智寺; be sprul dgon/,,,杂多县; rdza stod rdzong /
G1KR2547,wen khrang lha khang /; 贵德文昌庙,36.03,101.38,khri ka rdzong /; 贵德县
G1KR988,莫乃寺,30.88333,97.1,昌都县; chab mdo rdzong /; Chamdo county
G2CN11145,srid rgyal dgon pa/,29.052143,82.781264,bal yul/; 尼泊尔; nepal
G1PD96054,e ki lin zi/; 儿格林寺,35.96232,102.93633,民和县; bka' ma log rdzong /
G1KR1302,向邓寺,29.05,98.6,smar khams rdzong /; 芒康县; Markham county
G3944,麦日寺; me ri dgon/,32.51667,97.85,ser shul rdzong /; Seshul county; 石渠县
G205,Loro Tashi Tongmon; bkra shis mthong smon dgon/,,,lo ro/
G3455,rab brtan dgon/,,,stag rtse rdzong /; 达孜县; Taktse county
G4110,劳吾通寺; la thang dgon/,30.61667,101.4,rta'u rdzong /; 道孚县; Tawu county
G3890,dga' ldan bkra shis gling /,,,li thang rdzong /; 理塘县; Litang county
G1KR157,rtag brtan dgon/; 贡尔玛寺,32.28736,100.9493,'dzam thang rdzong /; 壤塘县
G1KR1973,skyid skyong dgon pa/; 镇庄寺,33.6739,104.45877,舟曲县; 'brug chu rdzong /
G1KR1254,新贡寺,30.25,97.26667,八宿县; Pashod County; dpa' shod rdzong /
G1KR347,dgon mdzod dgon/; 根则寺,30.38333,101.11667,nyag chu rdzong /; 雅江县; Nyakchu county
G1GS108148,德庆热布杰寺; bde chen rab rgyas gling /,29.68333,89.06667,rnam gling rdzong /; 南木林县; Namling County
G2557,貌合寺; mo hi dge dgon/,32.55688,96.58617,yul shul rdzong /; 玉树县
G3532,日嘉寺; ri rgyal dgon/,29.425068,88.296453,bzhad mthong smon rdzong /; Shetongmon county; 谢通门县; 卫藏; U-Tsang; dbus gtsang /
G3965,嘎乌寺; ga'u dgon/,32.86666,97.41666,石渠县; rdza chu kha rdzong /
G2257,'go 'dzugs dgon/,,,spu hreng rdzong /; Purang county; 普兰县
G2560,mgar dgon/,,,yul shul rdzong /; 玉树县
G1674,多扎寺; rdo brag dgon/,31.65,98.78333,sde dge rdzong /; 德格县; Derge County
G1577,卡攻觉母寺; mkhar mgo jo mo dgon/,31.66667,99.73333,dkar mdzes rdzong /; Kartse County; 甘孜县
G1KR989,增公寺; dzing gong dgon/,30.88333,97.1,昌都县; chab mdo rdzong /; Chamdo county
G1KR99,bstan rgyas gling /; ？,31.85671,101.98824,马尔康县; Barkham County; 'bar khams rdzong /
G4093,rnam rgyal gling dgon pa/; 即吉岭寺,29.28333,101.03333,nyag chu rdzong /; 雅江县; Nyakchu county
G1KR1303,扎那寺,29.05,98.6,smar khams rdzong /; 芒康县; Markham county
G2574,夏日寺; sha ru dgon/,33.73955,96.2496,曲麻莱县; chu dmar leb rdzong /
G1KR101,dung 'bod dgon/; 德波寺,31.87172,101.97324,马尔康县; Barkham County; 'bar khams rdzong /
G1KR2336,se ru lha khang /; 赛如拉康,35.85,102.48,循化县; ya rdzi rdzong /
G3839,ra hor dgon/; 然哈寺,31.7,100.86667,brag 'go rdzong /; 炉霍县; Drakgo county
G4001,be ya dgon/,,,cha phreng rdzong /; 乡城县
G4134,chu mig dgon/,,,lcags zam rdzong /; 泸定县
G4267,lha rtse dgon/,,,昌都县; chab mdo rdzong /; Chamdo county
G1KR1299,嘎拉寺,29.46667,98.46667,smar khams rdzong /; 芒康县; Markham county
G1921,塔洞寺; thar stong brag dkar dgon/,35.46918,100.01523,兴海县; rtsi gor thang rdzong /
G3961,格贡寺; dge gong dgon pa/,33.23333,98.06667,石渠县; rdza chu kha rdzong /
G1PD96094,延福寺; yan h+phu'u zi/,36.44995,102.64155,乐都县; gro tshang rdzong /
G2516,雪寺; zhogs dgon pa/,29.86306,91.46106,stag rtse rdzong /; 达孜县; Taktse county; zhogs/
G1KR2001,shes sgo'i bon dgon/; 黑高寺,34.01172,103.47884,迭部县; the bo rdzong /
G3902,sga thog dgon/,,,li thang rdzong /; 理塘县; Litang county
G3371,yer pa ba rang /,,,stag rtse rdzong /; 达孜县; Taktse county; yer pa shang (stag rtse rdzong)
G3928,呷普寺; 'dan ka phud dgon/,32.41667,98.13333,ser shul rdzong /; Seshul county; 石渠县
G4836,包合寺; spo shog dgon/,34.124,103.17445,迭部县; the bo rdzong /
G1PD96040,章嘉寺; lcang kya dgon gsar/,36.60407,102.55,乐都县; gro tshang rdzong /
G4848,木西合寺; rmur bye dgon/,33.72072,101.29721,rma chu rdzong /; 玛曲县
G512,'ba' ra brag dgon/; 巴热扎嘎寺,29.65,89.06667,rnam gling rdzong /; 南木林县; Namling County; shangs/
G1KR1624,dga' ldan chos gling /; 甘丹曲林寺,28.51667,89.9,khang dmar rdzong /; 康马县; Kangmar county
G4133,smong skyid dgon/,,,lcags zam rdzong /; 泸定县
G4266,srib rong grong 'beb dgon/,,,
G4399,lha lung dgon pa/,,,snye mo rdzong /; 尼木县; Nyemo county; dar grong grong rdal (snye mo rdzong)
G4548,萨让寺; bya brang dgon/,34.02682,103.25842,迭部县; the bo rdzong /
G1639,dung khri'i stong chos grwa/,,,nyag rong rdzong /; 新龙县; Nyakrong county
G2839,Nyangto Kyibu Gon; skyid sbug dgon/; 吉布寺,29.03333,89.48333,myang stod/; rgyal rtse rdzong /; 江孜县; Gyangtse county
G1KR261,唐卡寺; thang ka dgon/,29.41667,101.3,康定县; Dardo county; dar mdo rdzong /
G1KR1380,曼珠寺,31.26667,94.48333,Palbar County; dpal 'bar rdzong /; 边坝县
G4929,chos sgar gong ma dgon pa/,,,
G1942,khyung dmar mtshams khang /,,,同德县; gad pa sum mdo rdzong /
G1550,lu gu dgon/; 洛俄寺,31.85,100.15,dkar mdzes rdzong /; Kartse County; 甘孜县
G1608,纳卡寺; la kha dgon/,30.78333,100.16666,nyag rong rdzong /; 新龙县; Nyakrong county
G1KR1,卧龙寺; hwa hung hru'u dgon/,31.03275,103.18143,lung dgu rdzong /; 汶川县
G1KR2602,大仓寺; rta tshang zi/,35.59985,100.2424,贵南县; mang ra rdzong /
G2CN568,nA len+dra/; Nalanda; Nālandā,,,india; rgya gar/; 印度
G2701,stod tshang shog dgon/; 多仓肖寺,,,曲麻莱县; chu dmar leb rdzong /
G1KR2057,扎扎寺; tsag tsag dgon/,35.34531,102.69678,bsang chu rdzong /; 夏河县
G4265,sbyin 'bar dgon/,,,
G4132,bsam grub dgon/,,,lcags zam rdzong /; 泸定县
G3729,mchog rtse tshangs gnas/,,,
G3533,ri zhing dgon/; 日星寺,28.869589,89.263721,rgyal rtse rdzong /; 江孜县; Gyangtse county; 卫藏; U-Tsang; dbus gtsang /; ri zhing shang (rgyal rtse rdzong); skyid mkhar shang (rgyal rtse rdzong)
