id,name,lat_new,long_new,located in,the_geom_new_old_tol,cartodb_id_new_old_tol,chgis_id,altname_wylie,name_ch,name_py,town_ch,town_py,town_syl,gbcnty,cnty_ch,cnty_py,gbdist,dist_py,prov_py,orig_file,lat_old,long_old,gbtown_from_lex,gis_id_from_lex,name_wylie_from_lex,gbtown_from_tbrc,gis_id_from_tbrc,wylie_name_from_karl,normalized_wylie_name_tbrc,county,tbrc_county_g_,tbrc_county_notes,tbrc_site_g_,tbrc_site_notes,alternative_wylie_name,tbrc_phonetic,phonetic,primary_chinese_cha,alternative_chinese_cha,pinyin_name,founding,sect,gonpa_per_1000_sq_km,gonpa_per_ecumen,conv_date_1,conv_sect_1,conv_date_2,conv_sect_2,notes,problems,tol_id,tbrc_id,branch_of,primary_name,wylie_name,tibetan_name,chinese_name,name_variants,traditions,place_types,founded_date,founded_date_approximate,founded_date_alternate,founded_century,existed_by_century,lat_new_old_tol,long_new_old_tol,description,wikidata_id,the_geom_cur,cartodb_id_cur,affiliation,founded,karl_id,name_zh_py,name_zh,name_bo,name_bo_wy,rid,long_cur,lat_cur
G1DOMM0012,Jagarmolomiin khural; rgya gar smon lam/,47.9,106.9,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2GS1290,dga' ldan lhun po/,,,skyid grong rdzong /; 吉隆县; Kyirong county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G288,才旦寺; Tseten Gon Ganden Shedrubling; tshe tan dgon/,35.91823,102.77701,民和县; bka' ma log rdzong /,0101000020E61000008FAA2688BAB15940611A868F88F54140,649.0,2139.0,,才旦寺,caidan si,官亭镇,Guanting zhen,Guan Ting Zhen,632122.0,民和回族土族自治县,Minhe Hui-Tu Zizhixian,6321.0,Haidong Diqu,Qinghai,Qinghai_Lex_20120621,35.91823,102.77701,632122103.0,133.0,tshe tan dgon dga' ldan bshad sgrub gling,632122103.0,56.0,tshe tan dgon dga' ldan bshad sgrub gling,,na,G1PD95976,bka' ma log rdzong,G288,,she tan dgon,,,才旦寺,杏儿沟寺/杏儿寺,caidan si,1623,g,101.2145749,101.215,,,,,,,287.0,G288,,Tseten,tshe tan dgon,ཚེ་ཏན་དགོན།,,"Tseten Gon Ganden Shedrubling, tshe tan dgon dga' ldan bshad sgrub gling; she tan dgon, 才旦寺 ",Geluk,Monastery,1623.0,,,,,35.91823,102.77701,"<p>
	Tseten is a Geluk monastery in Amdo that was found in 1623. It is the seat of the Tseten Zhabdrung incarnation lineage. It is also the mother monastery of the six Garwaka monasteries.</p>
<p>
	&nbsp;</p>
<p>
	&nbsp;</p>
",,0101000020E61000008FAA2688BAB15940611A868F88F54140,2451.0,Geluk,1623.0,632122103:56,cai dan si,才旦寺,ཚེ་ཏན་དགོན,tshe tan dgon,G288,102.77701,35.91823
G1KR1255,帮达寺,30.35,97.21667,八宿县; Pashod County; dpa' shod rdzong /,0101000020E61000008D01D9EBDD4D58409A99999999593E40,1273.0,1255.0,,集中寺,Jizhong si,帮达乡,Bangda xiang,Bang Da Xiang,542127.0,八宿县,Basu Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,30.35,97.21667,542127204.0,102.0,,542127204.0,104.0,na,,Basu,G2181,dpa' shod rdzong,G1KR1255,,,,na,帮达寺,,Bangda si,na,Geluk,5.501760563,5.502,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,0101000020E61000008D01D9EBDD4D58409A99999999593E40,1958.0,Geluk,,542127204:104,Bangda si,帮达寺,,,G1KR1255,97.21667,30.35
G1KR236,chos rje dgon/; 求吉寺,33.67382,103.34692,阿坝县; rnga ba rdzong /,0101000020E61000000395F1EF33D6594003B2D7BB3FD64040,2642.0,236.0,,求吉寺,Qiu ji si,求吉乡,Qiuji xiang,Qiu Ji Xiang,513232.0,若尔盖县,Ruo'ergai Xian,5132.0,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,33.67382,103.34692,513232214.0,233.0,Chos rje dgon (Dpal ldan bshad sgrub nor bu chos 'phel gling - A li chos rje),513232214.0,233.0,Chos rje dgon (Dpal ldan bshad sgrub nor bu chos 'phel gling / A li chos rje),chos rje dgon (dpal ldan bshad sgrub nor bu chos 'phel gling - a li chos rje),Rnga ba rdzong,G2331,rnga ba rdzong,G1KR236,,,,,求吉寺,,Qiu ji si,1499,S,7.42721331,7.427,,,,,,,209.0,G1KR236,G529,Choje Monastery,chos rje,ཆོས་རྗེ་།,求吉寺,"Pelden Shedrub Norbu Chopel Ling; Ali Choje; qiuji si, chos rje dgon dpal ldan bshad sgrub nor bu chos 'phel gling; a li chos rje dgon  , 求吉寺 ",Jonang,Monastery,1425.0,,,,,32.352307,101.174029,"<p>
	Choje is a Jonang monastery that was founded in 1425 by <a href=""/biographies/view/Rinchen-Pel/TBRC_P8878"">Rinchen Pel</a> in Dzamtang in Ngawa. Together with the adjoining monasteries of <a href=""http://beta.treasuryoflives.org/geographies/view/Tsangwa/TBRC_G1KR166"">Tsangwa</a> and <a href=""/geographies/view/Tsechu/TBRC_G1KR168"">Tsechu</a>, they make up the Dzamtang monastery complex in the Dzamtang area in eastern Tibet. Choje is the oldest monastery of the complex while <a href=""/geographies/view/Tsangwa/TBRC_G1KR166"">Tsangwa</a> is the main monastery and the home institution of the Jonang order.</p>
<p>
	&nbsp;</p>
<p>
	&nbsp;</p>
",,0101000020E61000000395F1EF33D6594003B2D7BB3FD64040,782.0,Sakya,1499.0,513232214:233,qiuji si,求吉寺,ཆོས་རྗེ་དགོན,chos rje dgon,G1KR236,103.34692,33.67382
G1KR1045,多顶寺,31.9,97.73333,Joda County; 'jo mda' rdzong /; 江达县,0101000020E61000003ECBF3E0EE6E58406666666666E63F40,1203.0,1046.0,,觉乃寺,Juenai si,生达乡,Shengda xiang,Sheng Da Xiang,542122.0,江达县,Jiangda Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,31.9,97.73333,542122206.0,382.0,,542122206.0,365.0,na,,Jiangda,G2376,jo mda' rdzong,G1KR1045,,,,na,依日寺,,Yiri si,na,Geluk,6.578489115,6.578,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,0101000020E61000003ECBF3E0EE6E58406666666666E63F40,2255.0,Kagyu,,542122206:364,Duoding si,多顶寺,,,G1KR1045,97.73333,31.9
G1KR1206,拉西寺,30.56667,97.96667,brag g.yab rdzong /; 察雅县; Drakyap County,0101000020E61000008E01D9EBDD7D5840D39FFD4811913E40,1237.0,1204.0,,拉西寺,Laxi si,香堆镇,Xiangdui zhen,Xiang Dui Zhen,542126.0,察雅县,Chaya Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,30.56667,97.96667,542126102.0,76.0,,542126102.0,64.0,na,,Chaya,G2183,brag g.yab rdzong,G1KR1206,,,,na,觉科寺,,Jueke si,na,Geluk,13.11412869,13.114,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,0101000020E61000008E01D9EBDD7D5840D39FFD4811913E40,2201.0,Geluk,,542126102:76,Daduo si,拉西寺,,,G1KR1206,97.96667,30.56667
G64,lha thel rin chen gling /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0,G64,,Lhatel Rinchen Ling,lha thel rin chen gling,ལྷ་ཐེལ་རིན་ཆེན་གླིང།,, ,Drigung Kagyu,Monastery,,,,,,,,"<p>
	Lhatel RInchen Ling is a Drigung Kagyu monastery near Chamdo in Kham. It was founded by <a href=""/biographies/view/Nyo-Gyelwa-Lhanangpa-Sanggye-Rinchen/TBRC_P15"">Nyo Gyelwa Lhanangpa Sanggye Rinchen</a> in the early thirteenth century.</p>
",,,,,,,,,,,,,
G3190,格尔登寺; kirti dgon/,32.91434,101.69242,阿坝县; rnga ba rdzong /,0101000020E61000002AC6F99B506C59405BB6D61709754040,543.0,176.0,,格尔登寺,Ge er deng si,龙藏乡,Longcang xiang,Long Cang Xiang,513231.0,阿坝县,Aba Xian,5132.0,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,32.91434,101.69242,513231203.0,191.0,Ki rti dgon pa (Ki rti dgon gsar dge ldan legs bshad gling),513231203.0,191.0,Ki rti dgon pa (Ki rti dgon gsar dge ldan legs bshad gling),ki rti dgon pa (ki rti dgon gsar dge ldan legs bshad gling),Rnga ba rdzong,G2331,rnga ba rdzong,G3190,,kirti dgon (rnga ba),,,格尔登寺,,Ge er deng si,1870,G,18.26317231,18.263,,,,,,,484.0,G3190,,Kīrti Namgyel Dechen Ling,kIrti rnam rgyal bde chen gling,ཀཱིརྟི་རྣམ་རྒྱལ་བདེ་ཆེན་གླིང་།,格尔登寺,"geerdeng si, rnam rgyal bde chen gling; ki rti dgon pa; ki rti dgon gsar dge ldan legs bshad gli , ",Geluk,Monastery,1748.0,,,,,32.91434,101.69242,"<p>
	Kīrti Namgyel Dechen Ling, or Kālari Kīrti, and locally known as Gerda, is an important Geluk monastery in the Ngawa region of Amdo. It was founded in the eighteenth century by the <a href=""/biographies/view/Fifth-Kirti,-Lobzang-Tenpai-Gyeltsen/TBRC_P1737"">Fifth Kīrti, Lobzang Tenpai Gyeltsen</a>, after which it served as the seat of the <a href=""/incarnation/view/Kirti-incarnation-line/TBRC_R8LS13057"">Kīrti incarnation line</a>. The site was associated with Padmasambhava and was a hermitage before the site was established as a monastery.</p>
",,0101000020E61000002AC6F99B506C59405BB6D61709754040,2526.0,Geluk,1870.0,513231203:191,geerdeng si,格尔登寺,ཀིརྟི་དགོན,kirti dgon,G3190,101.69242,32.91434
G2265,顿久寺; rdo chu dgon/,30.98,80.94,sgar rdzong /; 噶尔县; Gar County,0101000020E61000005C8FC2F5283C54407B14AE47E1FA3E40,329.0,1828.0,,,,达巴乡,Da Ba Xiang,Daba xiang,542522.0,札达县,Zhada Xian,5425.0,Ali Diqu,Xizang,Ali_Lex_20120619,30.98,80.94,542522204.0,67.0,mdun chu dgon,542522204.0,67.0,mdun chu dgon,,sgar rdzong,G2153,sgar rdzong,G2265,,rdo chu dgon,,,顿久寺,,na,1650,dge lugs,0.710116317,0.71,x,SAME,x,,,,,,,,,,,,,,,,,,,,,,,0101000020E61000005C8FC2F5283C54407B14AE47E1FA3E40,47.0,Geluk,1650.0,542522204:67,dunju si,顿久寺,རྡོ་ཆུ་དགོན,rdo chu dgon,G2265,80.94,30.98
G265,年玉寺; mnyan yod bya rgod gshongs/,29.26667,88.33334,lha rtse rdzong /; 拉孜县; Lhatse county,0101000020E6100000B79C4B715515564006D3307C44443D40,2137.0,1554.0,,,Nyanyo Chagoshong,,Jiding zhen,,542325.0,萨迦县,Sajia Xian,5423.0,Xigazi Diqu,Xizang,Tsanggonpa_Lex_20120622,29.26667,88.33334,542325100.0,542326110.0,mnyan yod bya rgod gshong,542325100.0,542326110.0,mnyan yod bya rgod gshong,,Lhatse,G2167,lha rtse rdzong,G265,at sa skya?,mnyan yod bya rgod gshongs,,Nyanyo Chagoshong,年玉寺,,na,650,non-sect,17.58396343,17.584,1489,Sakya,x,x,c. 650 date only according to Khentse's Guide. Ferrari notes may be identical with a Sakya gonpa built at mnyan yod sangs in 1489 and Chophel notes an important Sakya monastery called gyang shong at this area today.,,276.0,G265,,Nyenyo Jagoshong,mnyan yod bya rgod gshongs,མཉན་ཡོད་བྱ་རྒོད་གཤོངས།,,"Nyanyo Chagoshong; nianyu si, bya rgod gshongs dgon pa, 年玉寺 ",Sakya,Monastery,1490.0,,,,,29.26667,88.33334,"<p>
	Nyenyo Jagoshong is a Sakya monastery in Tashigang, Tsang. It was founded by <a href=""/biographies/view/Paṇchen-Bumdrak-Sumpa/TBRC_P489"">Paṇchen Bumdrak Sumpa</a> in 1490.</p>
",,0101000020E6100000B79C4B715515564006D3307C44443D40,1126.0,Rime,650.0,542325100:542326110,nianyu si,年玉寺,མཉན་ཡོད་བྱ་རྒོད་གཤོངས,mnyan yod bya rgod gshongs,G265,88.33334,29.26667
G1KR118,lha tshe dgon/; 黑尔吉寺,32.22089,102.18826,马尔康县; Barkham County; 'bar khams rdzong /,0101000020E610000047C9AB730C8C5940B7019F1F461C4040,1508.0,118.0,,黑尔吉寺 在 宗教史要 中有黑尔亚寺 - 但为J - 在地名录中有与该寺相同的村名.,Hei er ji,沙尔宗乡,Shaerzong xiang,Sha Er Zong Xiang,513229.0,马尔康县,Ma'erkang Xian,5132.0,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,32.22089,102.18826,513229207.0,56.0,Lha tshe dgon,513229207.0,56.0,Lha tshe dgon,lha tshe dgon,"""bar khams rdzong",G2330,bar khams rdzong,G1KR118,,,,,黑尔吉寺,,Hei er ji,1414,K,8.001280205,8.001,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E610000047C9AB730C8C5940B7019F1F461C4040,690.0,Kadampa,1414.0,513229207:56,Hei er ji,黑尔吉寺,ལྷ་ཚེ་དགོན,lha tshe dgon,G1KR118,102.18826,32.22089
G1KR1315,崩囊寺,29.98333,98.3,smar khams rdzong /; 芒康县; Markham county,0101000020E61000003333333333935840F92CCF83BBFB3D40,2258.0,1315.0,,崩囊寺,Bengnang si,措瓦乡,Cuowa xiang,Cuo Wa Xiang,542129.0,芒康县,Mangkang Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,29.98333,98.3,542129208.0,166.0,,542129208.0,166.0,na,,Mangkang,G2179,smar khams rdzong,G1KR1315,,,,na,崩囊寺,,Bengnang si,na,Nyingma,9.542257889,9.542,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,0101000020E61000003333333333935840F92CCF83BBFB3D40,2017.0,Nyingma,,542129208:166,,崩囊寺,,,G1KR1315,98.3,29.98333
G1KR722,乌鲁拉康; dgon gsar lha khang /,28.75,99.86667,cha phreng rdzong /; 乡城县,0101000020E6100000289B728577F758400000000000C03C40,134.0,723.0,,,dan niang la kang,然乌乡,Ranwu xiang,Ran Wu Xiang,513336.0,乡城县,Xiangcheng Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,28.75,99.86667,513336205.0,61.0,bstan rnam lh khang,513336205.0,61.0,bstan rnam lh khang,bstan rnam lha khang,Xiangcheng,G1103,cha phreng rdzong,G1KR722,,,,na,丹娘拉康,,dan niang la kang,na,bka' brgyud/,10.23576376,10.236,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E6100000289B728577F758400000000000C03C40,902.0,Geluk,,513336205:60,gang se la kang,乌鲁拉康,དགོན་གསར་ལྷ་ཁང,dgon gsar lha khang,G1KR722,99.86667,28.75
G1KR183,d+hI phu dgon/; 德格寺,32.93819,101.59311,阿坝县; rnga ba rdzong /,0101000020E61000008E3BA583F565594095B7239C16784040,2638.0,183.0,,德格寺,De ge si,德格乡,Dege xiang,De Ge Xiang,513231.0,阿坝县,Aba Xian,5132.0,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,32.93819,101.59311,513231207.0,208.0,Ngh'i phu dgon (Ngh'i phu dgon thub bstan dge legs gter mdzod gling - or mkhar mda' dgon),513231207.0,208.0,"Ngh'i phu dgon (Ngh'i phu dgon thub bstan dge legs gter mdzod gling, or mkhar mda' dgon)",ngh'i phu dgon (ngh'i phu dgon thub bstan dge legs gter mdzod gling - or mkhar mda' dgon),Rnga ba rdzong,G2331,rnga ba rdzong,G1KR183,,,,,德格寺,,De ge si,1844,S,7.872156184,7.872,,,,,,,1631.0,G1KR183,G233,Dhīpu,d+hI phu dgon thub bstan dge legs gter mdzod gling,དྷཱི་ཕུ་དགོན་ཐུབ་བསྟན་དགེ་ལེགས་གཏེར་མཛོད་གླིང།,德格寺,"mkhar mda' dgon, ",Sakya,Monastery,1844.0,,,,,32.93819,101.59311,"<p>
	Diphu Monastery in the Ngawa region of southern Amdo is the largest branch of <a href=""/geographies/view/Nalendra-Monastery/TBRC_G233"">Nalendra Monastery</a> in eastern Tibet.</p>
",,0101000020E61000008E3BA583F565594095B7239C16784040,743.0,Sakya,1844.0,513231207:208,De ge si,德格寺,ངའི་ཕུ་དགོན,nga'i phu dgon,G1KR183,101.59311,32.93819
G1KR1256,格寺,30.35,97.21667,八宿县; Pashod County; dpa' shod rdzong /,0101000020E61000008D01D9EBDD4D58409A99999999593E40,1664.0,1256.0,,新贡寺,Xingong si,帮达乡,Bangda xiang,Bang Da Xiang,542127.0,八宿县,Basu Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,30.35,97.21667,542127204.0,103.0,,542127204.0,105.0,na,,Basu,G2181,dpa' shod rdzong,G1KR1256,,,,na,格寺,,Ge si,na,Kagyu,5.501760563,5.502,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,0101000020E61000008D01D9EBDD4D58409A99999999593E40,1959.0,Kagyu,,542127204:105,Ge si,格寺,,,G1KR1256,97.21667,30.35
G1KR2664,dwangs gzhung smug skar chos sgar/; 党项姆果寺,33.72954,99.45,达日县; dar lag rdzong /,0101000020E6100000CDCCCCCCCCDC5840DA8F149161DD4040,2053.0,2664.0,,当项姆果寺,dangxiang muguo si,建设乡,Jianshe xiang,Jian She Xiang,632624.0,达日县,Dari Xian,6326.0,Golog Zizhizhou,Qinghai,Qinghai_Lex_20120621,33.72954,99.45,632624205.0,418.0,dwangs gzhung smug skar chos sgar,632624205.0,476.0,dwangs gzhung smug skar chos sgar,dwangs gzhung smug skar chos sgar,na,G1752,dar lag rdzong,G1KR2664,at rma chen rdzong ?,,,,党项姆果寺,当项活动点,dangxiang muguo si,1911,n/g,7.08081571,7.081,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E6100000CDCCCCCCCCDC5840DA8F149161DD4040,518.0,Geluk # Nyingma,1911.0,632624205:476,,党项姆果寺,དྭངས་གཞུང་སྨུག་སྐར་ཆོས་སྒར,dwangs gzhung smug skar chos sgar,G1KR2664,99.45,33.72954
G1KR1205,向康大殿,30.56667,97.96667,brag g.yab rdzong /; 察雅县; Drakyap County,0101000020E61000008E01D9EBDD7D5840D39FFD4811913E40,1236.0,1203.0,,向康寺,Xiangkang si,香堆镇,Xiangdui zhen,Xiang Dui Zhen,542126.0,察雅县,Chaya Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,30.56667,97.96667,542126102.0,75.0,,542126102.0,63.0,na,,Chaya,G2183,brag g.yab rdzong,G1KR1205,,,,na,旺布寺,,Wangbu si,na,Geluk,13.11412869,13.114,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,0101000020E61000008E01D9EBDD7D5840D39FFD4811913E40,297.0,Geluk,,542126102:75,Xiangkang si,向康大殿,,,G1KR1205,97.96667,30.56667
G1KR1046,依日寺,31.9,97.73333,Joda County; 'jo mda' rdzong /; 江达县,0101000020E61000003ECBF3E0EE6E58406666666666E63F40,1636.0,1045.0,,达龙寺,Dalong si,生达乡,Shengda xiang,Sheng Da Xiang,542122.0,江达县,Jiangda Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,31.9,97.73333,542122206.0,381.0,,542122206.0,364.0,na,,Jiangda,G2376,jo mda' rdzong,G1KR1046,,,,na,多顶寺,,Duoding si,na,Kagyu,6.578489115,6.578,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,0101000020E61000003ECBF3E0EE6E58406666666666E63F40,2256.0,Geluk,,542122206:365,Yiri si,依日寺,,,G1KR1046,97.73333,31.9
G2DOMM0012,Dechinlkhündüvlin; Janchüvish dashlkhündüvlin khiid; *bde chen lhun grub gling /; byang chub ye shes bkra shis lhun grub gling /,47.9,106.69,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар; Baruun khuree; Баруун хүрээ; Рибогэзайгаданшаддүвлин; *ri bo dge rgyas dga' ldan bshad sgrub gling /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR807,扎加寺,28.96667,98.96667,Dechen County; 德钦县; bde chen rdzong /,0101000020E61000008E01D9EBDDBD5840390664AF77F73C40,1180.0,807.0,,觉顶寺,Jueding si,羊拉乡,Yangla xiang,Yang La Xiang,533422.0,德钦县,Deqin Xian,5334.0,Deqen Zizhizhou,Yunnan,Yunnan_Lex_20120622,28.96667,98.96667,533422206.0,11.0,na,533422206.0,13.0,na,,Deqin,G1522,bde chen rdzong,G1KR807,,,,na,扎加寺,,Zhajia si,na,Geluk,7.575019749,7.575,,,,,Extant or Rebuilt,,,,,,,,,,,,,,,,,,,,,0101000020E61000008E01D9EBDDBD5840390664AF77F73C40,473.0,Geluk,,533422206:13,Zhajia si,扎加寺,,,G1KR807,98.96667,28.96667
G1KR1867,古布宗寺,29.83333,92.75,kong po rgya mda' rdzong /; 工布江达县; Kongpo Gyamda County,0101000020E6100000000000000030574093C6681D55D53D40,1734.0,1867.0,,古布宗寺,Gubuzong si,加兴乡,Jiaxing xiang,Jia Xing Xiang,542622.0,工布江达县,Gongbujiangda Xian,5426.0,Nyingchi Diqu,Xizang,Kham_Lex_20120621,29.83333,92.75,542622200.0,559.0,,542622200.0,559.0,na,,Gongbujiangda,G2125,kong po rgya mda' rdzong,G1KR1867,,,,na,古布宗寺,,Gubuzong si,na,Kagyu,0.541028929,0.541,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,0101000020E6100000000000000030574093C6681D55D53D40,1774.0,Kagyu,,542622200:559,Gubuzong si,古布宗寺,,,G1KR1867,92.75,29.83333
G1563,gzhi chen dgon/; 昔青寺,31.95,100.26667,mgo log; dkar mdzes rdzong /; Kartse County; 甘孜县,0101000020E6100000C2340C1F111159403233333333F33F40,2467.0,430.0,,,xi qing si,泥柯乡,Nike xiang,Ni Ke Xiang,513328.0,甘孜县,Ganzi Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.95,100.26667,513328216.0,300.0,gzhi chen dgon,513328216.0,300.0,gzhi chen dgon/,,Kanze,G621,dkar mdzes rdzong,G1563,,dkar mdzes gzhi chen dgon,,na,昔青寺,,xi qing si,1664,rnying ma/,13.91556038,13.916,,,,,,,1318.0,G1563,G17,Zhichen Monastery,gzhi chen,གཞི་ཆེན།,昔青寺,"Golok Zhichen; Zhichen Kharmar Sangngak Tengyeling, mgo log gzhi chen dgon; gzhi chen mkhar dmar gsang sngags bstan rgyas gling , ",Nyingma,Monastery,,,,,,31.95,100.26667,"<p>
	A Nyingma monastery in Golok founded by <a href=""/biographies/view/Lingzhak-Orgyen-Lhundrub/TBRC_P012AG03491"">Lingzhak Orgyen Lhundrub</a>. It is one of the eight main branch monasteries of <a href=""/geographies/view/Katok/TBRC_G17"">Katok</a> Monastery and the seat of the Zhichen Vairo line.</p>
",,0101000020E6100000C2340C1F111159403233333333F33F40,1288.0,Nyingma,1664.0,513328216:300,,昔青寺,གཞི་ཆེན་དགོན,gzhi chen dgon,G1563,100.26667,31.95
G1KR756,茨巫康村寺; jo bo khang tshan/,29.05,99.31667,sde rong rdzong /; 得荣县; Derong county,0101000020E6100000F4673F5244D45840CCCCCCCCCC0C3D40,2629.0,756.0,,,ci wu kang cun,茨巫乡,Ciwu xiang,Ci Wu Xiang,513335.0,巴塘县,Batang Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,29.05,99.31667,513338210.0,119.0,jo bo khang tshan,513338210.0,119.0,jo bo khang tshan,jo bo khang tshan,Derong,G2307,sde rong rdzong,G1KR756,,,,na,茨巫康村寺,,ci wu kang cun,na,rnying ma/,2.601253804,2.601,,,,,Shown on Chinese maps as in Batang county. I just added this Xiang for sake of this study.,,,,,,,,,,,,,,,,,,,,,0101000020E6100000F4673F5244D45840CCCCCCCCCC0C3D40,919.0,Nyingma,,513338210:119,ci wu kang cun,茨巫康村寺,ཇོ་བོ་ཁང་ཚན,jo bo khang tshan,G1KR756,99.31667,29.05
G1941,土夫多参康; kho nag mtshams khang /,35.22704,100.41,同德县; gad pa sum mdo rdzong /,0101000020E610000009D7A3703D1A594022718FA50F9D4140,1955.0,2511.0,,土夫多参康,tufuduo cankang,唐干乡,Tanggan xiang,Tang Gan Xiang,632522.0,同德县,Tongde Xian,6325.0,Hainan Zizhizhou,Qinghai,Qinghai_Lex_20120621,35.22704,100.41,632522203.0,417.0,kho nag dgon o rgyan dngos don gling ngam mthu stobs mtshams khang,632522203.0,392.0,kho nag dgon o rgyan dngos don gling ngam mthu stobs mtshams khang,,na,G1518,gad pa sum mdo rdzong,G1941,,kho nag mtshams khang o rgyan nges don gling,,,土夫多参康,,tufuduo cankang,1911,n,4.33576136,4.336,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E610000009D7A3703D1A594022718FA50F9D4140,1500.0,Nyingma,1911.0,632522203:392,tufuduo cankang,土夫多参康,ཁོ་ནག་མཚམས་ཁང,kho nag mtshams khang,G1941,100.41,35.22704
G2LS590,rdo gsham mug mkhar dgon/,,,rtsa mda' rdzong /; 札达县; Tsada County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2933,'od gsal dgon/,,,波密县; spo bo rdzong /; Pome County; rdo rje chus (spo bo rdzong),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1PD96030,hi kya zi/; 何家寺,35.88,102.82,民和县; bka' ma log rdzong /,0101000020E610000014AE47E17AB45940703D0AD7A3F04140,647.0,2136.0,,何家寺,hejia si,官亭镇,Guanting zhen,Guan Ting Zhen,632122.0,民和回族土族自治县,Minhe Hui-Tu Zizhixian,6321.0,Haidong Diqu,Qinghai,Qinghai_Lex_20120621,35.88,102.82,632122103.0,415.0,hi kya zi,632122103.0,60.0,hi kya zi,,na,G1PD95976,bka' ma log rdzong,G1PD96030,,,,,何家寺,,hejia si,1911,g,101.2145749,101.215,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E610000014AE47E17AB45940703D0AD7A3F04140,1558.0,Geluk,1911.0,632122103:60,he jia si,何家寺,ཧི་ཀྱ་ཟི,hi kya zi,G1PD96030,102.82,35.88
G4096,phag mo ri'i dgon pa/; 膀木林寺,29.58333,101.13333,nyag chu rdzong /; 雅江县; Nyakchu county,0101000020E6100000D8648D7A8848594092C6681D55953D40,2666.0,333.0,,,ri lei si,八衣绒乡,Bayirong xiang,Ba Yi Rong Xiang,513325.0,雅江县,Yajiang Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,29.58333,101.13333,513325205.0,484.0,Ri loagas dagon,513325205.0,484.0,Ri loagas dagon,,Yajiang,G2303,nyag chu rdzong,G4096,,ri logs dgon,,na,日鲁寺,,ri lei si,1204,sa skya/,11.01645123,11.016,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E6100000D8648D7A8848594092C6681D55953D40,292.0,DrukpaKagyu,1240.0,513325205:485,bangmulin si,膀木林寺,ཕག་མོ་རིའི་དགོན་པ,phag mo ri'i dgon pa,G4096,101.13333,29.58333
